ALL SCPP DATA FOR 1986 (winter and fall) AND 1987 (January)

Beginning 861218 @ 10:25, the higher magnification on the sterio microscope was used to
image the ice particles.  Prior to that date, lower magnification was used and the data
quality is inferior.  See Mitchell et al. (1990, JAM).

Note: Confidence rating refers to snow type. From most to least confident => 1, 2, 3. "0" means not applicable.

Temperature of origin refers to the midpoint temperature of the habit regime the ice particle
corresponds to.  Temperature uncertainty indicates the extent of the habit regime (i.e. the
midpoint minus temp. uncertainty to the mean plus temp. uncertainty).

For ice particle shape classification, R- indicates ice particle is rimed; -A means the ice
particle is an aggregate with possibly other less dominant habits present; -F means the ice
particle is an ice crystal fragment; -FA means the ice particle is an aggregate consisting
largely of crystal fragments.  For habit classifications, see Magono and Lee scheme in 
Pruppacher and Klett.

X and Y refer to coordinates on a grid superimposed on a projector screen and were used 
to locate the particle image on a slide.


Date   Time    X     Y      Image  Image  Actual Actual  Mass    Temp.   Temp. Snow  Confidence
                            ice    drop   ice    drop            of    uncert. type  rating
                            length length length length          origin
                            (cm)   (cm)   (mm)   (mm)    (mg)   (deg. C)  (C)

861222 1430  20.00  16.00  22.00   9.30   2.07    .88  .176E+00  -15.00   2.50 R-P1B    1 
861222 1430  51.00  24.00   5.50   3.40    .52    .32  .859E-02  -15.00   5.00 R-R3B-F  2 
861222 1430  28.00  38.00  11.10   5.25   1.05    .49  .316E-01   -7.00   1.00 N2C      2 
861222 1430  59.00  33.00   9.70   5.05    .91    .48  .281E-01   -7.00   1.00 N2C      2 
861222 1430  60.00  37.00   8.70   5.50    .82    .52  .364E-01   -7.00   1.00 N2C      1 
861222 1430  64.00  33.00   8.90   2.60    .84    .24  .384E-02   -5.00   1.00 N1B      2 
861222 1430  64.00  45.00   7.40   4.00    .70    .38  .140E-01   -7.00   1.00 R-N1E    1 
861222 1430  23.00  53.00   7.30   3.90    .69    .37  .130E-01   -7.00   1.00 N1E      1 
861222 1430  37.00  60.00  12.50   4.20   1.18    .40  .162E-01  -15.00   1.50 P1E-F    2 
861222 1430  45.00  60.00  10.80   4.10   1.02    .39  .151E-01  -15.00   1.50 P1E-F    2 
861222 1430  48.00  48.00  10.70   3.00   1.01    .28  .590E-02   -5.00   1.00 N1B      2 
861222 1500  47.00  10.00  22.00   9.80   2.07    .92  .206E+00  -15.00   5.00 R3B-FA   2 
861222 1500  19.00  22.00  13.60   5.80   1.28    .55  .426E-01   -5.00   1.00 R-N2A    2 
861222 1500   5.00  38.00  18.50   7.00   1.74    .66  .750E-01  -15.00   5.00 R3B-FA   2 
861222 1500  31.00  25.00   7.00   3.10    .66    .29  .651E-02  -15.00   5.00 R3B-F    2 
861222 1500  40.00  25.00  11.80   6.50   1.11    .61  .600E-01  -15.00   5.00 R3B-FA   3 
861222 1500  65.00  11.00   8.00   2.68    .75    .25  .421E-02   -7.00   1.00 N1E      1 
861222 1500  73.00  11.00  15.00   5.00   1.41    .47  .273E-01   -7.00   1.00 R-N2C    2 
861222 1500  10.00  40.00  34.50  12.00   3.25   1.13  .378E+00  -15.00   5.00 R3B-FA   2 
861222 1500  48.00  34.00  38.00   9.60   3.58    .90  .193E+00  -15.00   5.00 R3B-FA   2 
861222 1500  52.00  47.00   9.50   3.90    .89    .37  .130E-01  -15.00   1.50 R2B-FA   2 
861222 1500  62.00  44.00  11.20   5.20   1.05    .49  .307E-01   -7.00   1.00 R-N2C    3 
861222 1500  78.00  25.00  18.40   6.60   1.73    .62  .628E-01   -7.00   1.00 R-N2C    2 
861222 1500  67.00  56.00   7.40   3.70    .70    .35  .111E-01  999.00 999.00 I4       0 
861222 1500  88.00  55.00  30.20  13.30   2.84   1.25  .514E+00  -15.00   5.00 R3B      1 
861222 1530  33.00  11.00  20.50   6.20   1.93    .58  .521E-01   -5.00   1.00 R-N2A    1 
861222 1530  47.00  10.00  21.00   5.30   1.98    .50  .325E-01   -5.00   1.00 R-N1A    1 
861222 1530  48.00  20.00  17.00   5.80   1.60    .55  .426E-01   -7.00   1.00 R-N2C    2 
861222 1530  55.00   7.00  32.00   7.40   3.01    .70  .886E-01   -5.00   1.00 R-N2A    1 
861222 1530  73.00  13.00  15.00   5.10   1.41    .48  .290E-01   -7.00   1.00 N2C      1 
861222 1530  87.00  10.00  10.40   3.80    .98    .36  .120E-01   -5.00   1.00 N1A      2 
861222 1530  89.00  22.00  21.00   7.05   1.98    .66  .766E-01   -5.00   1.00 N2A      1 
861222 1530  16.00  36.00  28.00   7.80   2.64    .73  .104E+00   -5.00   1.00 R-N2A    1 
861222 1530  28.00  45.00  11.30   2.60   1.06    .24  .384E-02   -5.00   1.00 N1A      1 
861222 1530  35.00  40.00   7.50   3.90    .71    .37  .130E-01  999.00 999.00 I4       0 
861222 1530  47.00  29.00  10.50   4.50    .99    .42  .199E-01   -7.00   1.00 R-N2C    2 
861222 1530  53.00  47.00  14.00   3.10   1.32    .29  .651E-02   -5.00   1.00 R-N2A    1 
861222 1530  78.00  47.00   8.40   2.30    .79    .22  .266E-02   -5.00   1.00 N1A      1 
861222 1530  83.00  31.00  12.00   4.20   1.13    .40  .162E-01   -7.00   1.00 N2C      2 
861222 1530  29.00  54.00  46.00  10.16   4.33    .96  .229E+00   -5.00   1.00 R-N2A    1 
861222 1530  70.00  50.00  41.00   6.32   3.86    .60  .552E-01   -5.00   1.00 N2A      1 
861222 1530  77.00  63.00  11.50   4.50   1.08    .42  .199E-01   -5.00   1.00 R-N1B    2 
861222 1530  92.00  53.00  10.30   2.70    .97    .25  .430E-02   -5.00   1.00 N1A      2 
861222 1700  10.00  21.00   9.40   4.60    .89    .43  .213E-01   -7.00   1.00 R-N2C    2 
861222 1700  18.00  19.00  18.00   6.00   1.69    .56  .472E-01   -7.00   1.00 R-N2C    1 
861222 1700  20.00   8.00  16.00   8.60   1.51    .81  .139E+00   -7.00   1.00 R-N2C    2 
861222 1700  23.00  12.00   5.70   3.90    .54    .37  .130E-01   -7.00   1.00 N1E      1 
861222 1700  28.00  20.00  12.00   7.70   1.13    .73  .998E-01   -7.00   1.00 N1E      2 
861222 1700  47.00  20.00   9.50   7.70    .89    .73  .998E-01  -15.00   5.00 R3B      2 
861222 1700  51.00  23.00  19.30   8.50   1.82    .80  .134E+00   -7.00   1.00 R-N2C    1 
861222 1700  60.00   3.00  14.00   6.80   1.32    .64  .687E-01   -7.00   1.00 N2C      1 
861222 1700  65.00   7.00  22.00   7.10   2.07    .67  .782E-01   -7.00   1.00 N2C      1 
861222 1700  68.00  20.00   7.00   2.80    .66    .26  .480E-02   -7.00   1.00 N1E      1 
861222 1700  70.00  15.00  22.00   6.80   2.07    .64  .687E-01   -7.00   1.00 R-N1E    1 
861222 1700  79.00  17.00  13.00   5.50   1.22    .52  .364E-01   -7.00   1.00 R-N1E    1 
861222 1700  84.00  15.00  16.00   7.70   1.51    .73  .998E-01   -7.00   1.00 R-N1E    1 
861222 1700  87.00  24.00  14.50   5.60   1.37    .53  .384E-01   -7.00   1.00 R-N1E    2 
861222 1700   7.00  38.00  11.40   4.60   1.07    .43  .213E-01   -7.00   1.00 N1E      1 
861222 1700  11.00  48.00   6.90   4.00    .65    .38  .140E-01   -7.00   1.00 R-N2C    2 
861222 1700  18.00  35.00   8.50   2.96    .80    .28  .567E-02   -7.00   1.00 N2C      2 
861222 1700  23.00  30.00  17.20   7.00   1.62    .66  .750E-01   -5.00   1.00 R-N2A    1 
861222 1700  24.00  48.00  17.50   9.00   1.65    .85  .159E+00   -7.00   1.00 N2C      1 
861222 1700  39.00  32.00  11.00   5.60   1.04    .53  .384E-01   -7.00   1.00 R-N2C    3 
861222 1700  49.00  37.00  18.50   7.50   1.74    .71  .922E-01   -7.00   1.00 R-N2C    1 
861222 1700  61.00  42.00  11.40   6.60   1.07    .62  .628E-01  999.00 999.00 R4B      2 
861222 1700  68.00  28.00  16.80   7.30   1.58    .69  .850E-01   -7.00   1.00 R-N2C    1 
861222 1700  20.00  58.00  10.50   7.00    .99    .66  .750E-01   -7.00   1.00 R-N2C    1 
861222 1700  86.00  63.00   8.50   6.10    .80    .57  .496E-01  999.00 999.00 R4B      2 
861222 1700  93.00  49.00  11.20   5.60   1.05    .53  .384E-01   -7.00   1.00 R-N1E    1 
870103 1300  17.00  20.00  34.50   8.82   3.25    .83  .150E+00  -15.00   2.50 P1B-FA   1 
870103 1300  54.00  13.00  10.50   4.50    .99    .42  .199E-01  -15.00   2.50 P1C-F    2 
870103 1300  67.00  16.00  15.50   7.00   1.46    .66  .750E-01  -15.00   1.50 P2C-F    2 
870103 1300  76.00  18.00   5.50   3.70    .52    .35  .111E-01  -30.00   5.00 C2A      1 
870103 1300  97.00   7.00   8.00   4.60    .75    .43  .213E-01  -15.00   2.50 P1B-F    3 
870103 1300   6.00  42.00  19.00   6.70   1.79    .63  .657E-01  -15.00   2.50 P1B-FA   2 
870103 1300  44.00  40.00  22.50   7.26   2.12    .68  .836E-01  -15.00   3.50 P7A      1 
870103 1300  58.00  32.00  19.00   6.70   1.79    .63  .657E-01  -15.00   2.50 P1B-F    1 
870103 1300  63.00  25.00   7.50   3.80    .71    .36  .120E-01   -7.00   1.00 N1E      1 
870103 1300  65.00  26.00  11.70   5.50   1.10    .52  .364E-01  -15.00   2.50 P1B-F    2 
870103 1300  69.00  34.00   6.00   3.20    .56    .30  .716E-02  -15.00   2.50 P1B-F    2 
870103 1300  73.00  40.00   7.50   3.30    .71    .31  .785E-02  -15.00   3.50 P7A      2 
870103 1300  76.00  25.00   3.30   2.20    .31    .21  .233E-02  -15.00   3.50 P7A      3 
870103 1300   8.00  63.00   6.00   3.20    .56    .30  .716E-02  999.00 999.00 I4       0 
870103 1300  37.00  57.00  12.50   4.42   1.18    .42  .189E-01   -7.00   1.00 N2C      2 
870103 1300  66.00  61.00   6.00   2.20    .56    .21  .233E-02  -15.00   3.50 P7A      2 
870103 1300  72.00  61.00  16.40   6.20   1.54    .58  .521E-01  -15.00   3.50 P7A      1 
870103 1300  96.00  52.00  13.30   5.40   1.25    .51  .344E-01  -15.00   3.50 P7A      2 
870103 1315   9.00  15.00  14.00   4.50   1.32    .42  .199E-01  -15.00   2.50 P1B-F    3 
870103 1315  24.00  15.00   3.40   1.70    .32    .16  .107E-02   -7.00   1.00 N1E      3 
870103 1315  27.00  18.00   3.20   1.60    .30    .15  .895E-03   -7.00   1.00 N1E      3 
870103 1315  33.00   1.00   6.00   2.20    .56    .21  .233E-02   -7.00   1.00 N1E      2 
870103 1315  46.00   6.00  16.00   4.82   1.51    .45  .245E-01  -15.00   3.50 P7A-FA   3 
870103 1315  46.00  14.00  19.00   6.70   1.79    .63  .657E-01  -15.00   1.50 P1E-F    1 
870103 1315  37.00  15.00   8.00   4.00    .75    .38  .140E-01  -15.00   2.50 P1B-F    3 
870103 1315  55.00  21.00   4.20   2.20    .40    .21  .233E-02  999.00 999.00 I4       0 
870103 1315  67.00   7.00  25.50  15.00   2.40   1.41  .738E+00  999.00 999.00 R4B      1 
870103 1315  69.00  18.00  10.50   3.90    .99    .37  .130E-01  -15.00   1.50 P1E-F    2 
870103 1315  74.00  17.00   7.00   4.70    .66    .44  .227E-01   -7.00   1.00 R-N2C    2 
870103 1315  78.00   8.00   8.30   3.50    .78    .33  .937E-02   -7.00   1.00 N2C      1 
870103 1315  79.00  18.00   4.40   2.00    .41    .19  .175E-02  -25.00   5.00 S1-F     3 
870103 1315  85.00  14.00  11.50   3.80   1.08    .36  .120E-01  -15.00   2.50 P1B-F    2 
870103 1315  84.00  23.00  13.70   5.70   1.29    .54  .405E-01  -25.00   5.00 S1       2 
870103 1315  95.00   8.00  25.50  10.30   2.40    .97  .239E+00  -15.00   2.50 P1B-FA   2 
870103 1315   1.00  36.00   4.70   4.50    .44    .42  .199E-01  -25.00   5.00 C2B      2 
870103 1315  12.00  25.00  28.80   9.27   2.71    .87  .174E+00  -15.00   2.50 P1B-FA   2 
870103 1315  18.00  45.00  17.50   6.00   1.65    .56  .472E-01  -15.00   1.50 R-P1E-FA 3 
870103 1315  26.00  29.00   7.00   2.90    .66    .27  .533E-02   -7.00   1.00 N1E      1 
870103 1315  53.00  28.00   6.50   2.60    .61    .24  .384E-02   -7.00   1.00 N2C      1 
870103 1315  59.00  27.00   2.70   1.90    .25    .18  .150E-02  999.00 999.00 I4       0 
870103 1315  70.00  44.00  34.50  12.86   3.25   1.21  .465E+00  -15.00   2.50 P1C-FA   2 
870103 1315  75.00  35.00  14.00   4.05   1.32    .38  .145E-01  -15.00   2.50 P1C-F    1 
870103 1315  88.00  32.00   7.30   2.40    .69    .23  .302E-02   -7.00   1.00 N1E      1 
870103 1315  96.00  44.00  11.30   4.70   1.06    .44  .227E-01  -15.00   3.50 P7A      1 
870103 1315   4.00  61.00   9.20   5.10    .87    .48  .290E-01  999.00 999.00 I4       0 
870103 1315  14.00  61.00  13.00   5.70   1.22    .54  .405E-01   -7.00   1.00 N2C      2 
870103 1315  34.00  57.00  14.50   7.40   1.37    .70  .886E-01  -15.00   2.50 R-P1C-FA 2 
870103 1315  51.00  51.00  38.00   6.11   3.58    .58  .499E-01  -15.00   3.50 P7A-A    2 
870103 1315  82.00  62.00  28.50  11.80   2.68   1.11  .359E+00  -15.00   2.50 P1B-FA   2 
870103 1330  19.00  20.00  11.00   3.10   1.04    .29  .651E-02   -7.00   1.00 N1E      1 
870103 1330  27.00  24.00   4.70   3.30    .44    .31  .785E-02  -25.00   5.00 C2B      2 
870103 1330  31.00   2.00  10.30   5.30    .97    .50  .325E-01  999.00 999.00 I4       0 
870103 1330  35.00  25.00  27.50   4.60   2.59    .43  .213E-01  -15.00   1.50 P1E-FA   2 
870103 1330  40.00  10.00  14.00   6.10   1.32    .57  .496E-01  999.00 999.00 R4B      2 
870103 1330  49.00  15.00  27.50   6.06   2.59    .57  .486E-01   -7.00   1.00 N2C      1 
870103 1330  55.00   4.00  17.70   5.70   1.67    .54  .405E-01   -7.00   1.00 R-N2C    1 
870103 1330  63.00  19.00  11.30   5.10   1.06    .48  .290E-01  -15.00   5.00 R3B-FA   2 
870103 1330  74.00  15.00  19.00   5.30   1.79    .50  .325E-01  -15.00   2.50 R-P1B-FA 2 
870103 1330  75.00   5.00  19.20   6.24   1.81    .59  .531E-01  -15.00   1.50 P1E-F    1 
870103 1330  78.00  11.00   6.40   2.80    .60    .26  .480E-02  999.00 999.00 I4       0 
870103 1330  90.00  13.00   9.70   5.40    .91    .51  .344E-01  -15.00   2.50 R-P1B-F  2 
870103 1330   8.00  46.00   5.30   3.10    .50    .29  .651E-02  999.00 999.00 I4       0 
870103 1330  16.00  45.00  20.50   7.10   1.93    .67  .782E-01  -15.00   5.00 R3B-F    2 
870103 1330  27.00  32.00   4.50   2.40    .42    .23  .302E-02  999.00 999.00 I4       0 
870103 1330  27.00  42.00  21.00   7.80   1.98    .73  .104E+00  -15.00   2.50 P1B-FA   2 
870103 1330  43.00  40.00  16.30   6.50   1.53    .61  .600E-01  -15.00   1.50 R-P1E-F  2 
870103 1330  53.00  34.00  11.00   5.00   1.04    .47  .273E-01  -15.00   3.50 P1A-A    2 
870103 1330  56.00  43.00   6.30   3.50    .59    .33  .937E-02  -15.00   3.50 P1A-A    2 
870103 1330  71.00  42.00  12.40   5.50   1.17    .52  .364E-01  -25.00   5.00 S1-A     2 
870103 1330  74.00  36.00   8.00   3.10    .75    .29  .651E-02  -30.00  10.00 C1E-A    2 
870103 1330  29.00  27.00  33.00  11.40   3.11   1.07  .324E+00  999.00 999.00 R4B-A    1 
870103 1330  90.00  30.00  16.80   8.20   1.58    .77  .121E+00  -15.00   1.50 R-P1E-FA 2 
870103 1330  97.00  45.00  14.40   6.90   1.36    .65  .718E-01  -15.00   1.50 P1E-F    1 
870103 1330  38.00  53.00  10.00   3.77    .94    .35  .117E-01  999.00 999.00 I4       0 
870103 1330  49.00  49.00  12.60   4.25   1.19    .40  .168E-01  -15.00   3.50 P7A      2 
870103 1330  57.00  57.00   7.20   2.20    .68    .21  .233E-02   -5.00   1.00 N1A      1 
870103 1330  61.00  54.00   8.50   5.20    .80    .49  .307E-01  999.00 999.00 R4B      2 
870103 1330  61.00  64.00  29.60   5.90   2.79    .56  .449E-01   -5.00   5.00 R-N1A    1 
870103 1330  85.00  50.00  11.20   4.50   1.05    .42  .199E-01  -25.00   5.00 S1       3 
870103 1330  96.00  62.00  28.00   6.50   2.64    .61  .600E-01   -5.00   5.00 N2A      1 
870103 1345  40.00   4.00   9.00   3.20    .85    .30  .716E-02   -7.00   1.00 N1E      1 
870103 1345  43.00  19.00   7.40   4.30    .70    .40  .174E-01   -7.00   1.00 R-N1E    1 
870103 1345  50.00   4.00  18.00   5.20   1.69    .49  .307E-01   -7.00   1.00 R-N2C    2 
870103 1345  56.00  11.00   7.40   3.60    .70    .34  .102E-01  -15.00   5.00 R3B-F    3 
870103 1345  56.00  18.00   5.50   3.80    .52    .36  .120E-01  999.00 999.00 I4       0 
870103 1345  60.00  19.00   9.00   4.10    .85    .39  .151E-01  -15.00   5.00 R3B-FA   2 
870103 1345  85.00  16.00  13.00   3.10   1.22    .29  .651E-02  -15.00   5.00 R3B-F    2 
870103 1345  97.00   8.00  10.20   3.40    .96    .32  .859E-02   -7.00   1.00 N1E      1 
870103 1345   2.00  42.00  24.00   7.50   2.26    .71  .922E-01   -7.00   1.00 N2C      1 
870103 1345   8.00  36.00   8.50   4.20    .80    .40  .162E-01   -7.00   1.00 N2C      2 
870103 1345  11.00  41.00  10.50   4.70    .99    .44  .227E-01   -7.00   1.00 N2C      1 
870103 1345  14.00  32.00   8.50   4.00    .80    .38  .140E-01   -7.00   1.00 N2C      1 
870103 1345  20.00  36.00   9.00   4.30    .85    .40  .174E-01   -7.00   1.00 N2C      1 
870103 1345  34.00  29.00  23.00  10.50   2.17    .99  .253E+00  -15.00   3.50 P7A-A    2 
870103 1345  40.00  44.00   5.70   3.00    .54    .28  .590E-02  999.00 999.00 I4       0 
870103 1345  50.00  40.00  32.00  10.04   3.01    .95  .221E+00   -7.00   1.00 R-N2C    1 
870103 1345  64.00  42.00  11.10   2.70   1.05    .25  .430E-02   -7.00   1.00 N1E      1 
870103 1345  67.00  27.00   5.40   2.10    .51    .20  .202E-02   -7.00   1.00 N1E      1 
870103 1345  71.00  44.00  10.00   4.20    .94    .40  .162E-01   -7.00   1.00 N1E      1 
870103 1345  75.00  35.00  13.20   5.10   1.24    .48  .290E-01   -7.00   1.00 R-N2C    1 
870103 1345  75.00  43.00  15.00   3.90   1.41    .37  .130E-01   -7.00   1.00 N2C      1 
870103 1345  89.00  30.00   4.00   2.70    .38    .25  .430E-02  999.00 999.00 I4       0 
870103 1345  84.00  33.00  12.00   3.80   1.13    .36  .120E-01   -7.00   1.00 N1E      1 
870103 1345  86.00  37.00   6.80   3.90    .64    .37  .130E-01   -7.00   1.00 N1E      1 
870103 1345  85.00  25.00   7.20   4.50    .68    .42  .199E-01   -7.00   1.00 R-N1E    3 
870103 1345  92.00  29.00   5.50   3.10    .52    .29  .651E-02   -7.00   1.00 N1E      1 
870103 1345  98.00  33.00  19.00   7.40   1.79    .70  .886E-01   -7.00   1.00 R-N2C    1 
870103 1345   4.00  52.00  14.00   5.70   1.32    .54  .405E-01   -7.00   1.00 N2C      1 
870103 1345   5.00  60.00  13.70   5.40   1.29    .51  .344E-01   -7.00   1.00 N2C      1 
870103 1345  24.00  57.00   4.00   2.80    .38    .26  .480E-02  999.00 999.00 I4       0 
870103 1345  26.00  51.00  14.00   4.90   1.32    .46  .257E-01   -7.00   1.00 R-N2C    3 
870103 1345  33.00  64.00   9.00   4.20    .85    .40  .162E-01   -7.00   1.00 N1E      1 
870103 1345  41.00  56.00   4.20   2.40    .40    .23  .302E-02  999.00 999.00 I4       0 
870103 1345  31.00  55.00  14.00   4.00   1.32    .38  .140E-01   -7.00   1.00 N2C      1 
870103 1345  75.00  63.00   8.50   3.90    .80    .37  .130E-01   -7.00   1.00 N1E      1 
870103 1345  81.00  58.00  12.00   5.10   1.13    .48  .290E-01  -15.00   3.50 P7A      3 
870103 1345  90.00  51.00  10.20   4.60    .96    .43  .213E-01  -15.00   2.50 P1B-FA   3 
870103 1345  96.00  56.00  13.50   6.30   1.27    .59  .546E-01  -15.00   2.50 P1B-FA   2 
870103 1345  71.00  47.00   4.20   3.10    .40    .29  .651E-02   -7.00   1.00 N1E      1 
870103 1400  19.00  26.00  13.40   4.55   1.26    .43  .206E-01   -7.00   1.00 N2C-A    1 
870103 1400  40.00  24.00  32.20   8.05   3.03    .76  .114E+00  -15.00   1.50 R2B-FA   1 
870103 1400  57.00  12.00  21.30   7.45   2.01    .70  .904E-01  -15.00   5.00 R3B-FA   2 
870103 1400  59.00  22.00  11.00   5.50   1.04    .52  .364E-01  -15.00   2.50 P1B-A    2 
870103 1400  99.00  17.00  11.10   4.60   1.05    .43  .213E-01   -7.00   1.00 N1E      1 
870103 1400   5.00  35.00  10.50   4.15    .99    .39  .156E-01   -7.00   1.00 N2C      1 
870103 1400  12.00  42.00  13.50   6.90   1.27    .65  .718E-01   -7.00   1.00 R-N2C-A  2 
870103 1400  37.00  41.00  51.30  15.86   4.83   1.49  .872E+00  -15.00   2.50 P1B-A    1 
870103 1400  73.00  62.00  25.00   8.00   2.35    .75  .112E+00   -7.00   1.00 R-N1E-FA 1 
870103 1415  12.00  19.00  13.00   4.78   1.22    .45  .239E-01  -15.00   1.50 P1E-F    1 
870103 1415  18.00  15.00   7.00   2.20    .66    .21  .233E-02   -7.00   1.00 N1E      1 
870103 1415  38.00  20.00  11.50   2.75   1.08    .26  .455E-02  -15.00   1.50 P1E-F    3 
870103 1415  52.00   9.00   5.00   1.75    .47    .16  .117E-02   -7.00   1.00 N1E      2 
870103 1415  53.00  25.00  24.50   7.71   2.31    .73  .100E+00  -15.00   1.50 R1D-FA   1 
870103 1415  75.00  23.00  39.00  10.86   3.67   1.02  .280E+00  -15.00   1.50 R1D-FA   2 
870103 1415  80.00   3.00  23.00   8.70   2.17    .82  .144E+00  -15.00   1.50 P1E-FA   1 
870103 1415  90.00  18.00  20.80   7.60   1.96    .72  .959E-01  -15.00   3.50 P7A-A    2 
870103 1415  14.00  30.00  26.20   7.90   2.47    .74  .108E+00  -15.00   1.50 P1E      1 
870103 1415  20.00  50.00  50.00  13.73   4.71   1.29  .566E+00  -15.00   1.50 P1E-A    1 
870103 1415  38.00  37.00  36.00   9.58   3.39    .90  .192E+00  -15.00   1.50 P1E-FA   1 
870103 1415  54.00  49.00  34.10  11.30   3.21   1.06  .315E+00  -15.00   1.50 P1E-FA   1 
870103 1415  73.00  34.00  25.50   7.90   2.40    .74  .108E+00  -15.00   1.50 P1E-F    1 
870103 1415  85.00  49.00  18.90   3.00   1.78    .28  .590E-02   -5.00   1.00 N1A      1 
870103 1415  86.00  60.00  29.50  10.35   2.78    .97  .242E+00  -15.00   1.50 P1E-FA   1 
870103 1430  31.00   7.00   9.20   4.35    .87    .41  .180E-01  -15.00   3.50 P7A      1 
870103 1430  42.00  18.00  15.00   5.60   1.41    .53  .384E-01  -15.00   3.50 P7A-FA   2 
870103 1430  45.00  21.00   4.60   2.70    .43    .25  .430E-02   -7.00   1.00 N2C      1 
870103 1430  67.00   7.00  71.80  12.04   6.76   1.13  .381E+00  -15.00   3.50 P7A-A    1 
870103 1430  87.00  14.00  15.70   6.60   1.48    .62  .628E-01   -7.00   1.00 R-N2C    2 
870103 1430  88.00  22.00   9.00   2.20    .85    .21  .233E-02  -15.00   3.50 P7A      2 
870103 1430   7.00  31.00  37.80  10.73   3.56   1.01  .270E+00  -15.00   3.50 P7A-A    2 
870103 1430  29.00  27.00  12.50   5.00   1.18    .47  .273E-01   -7.00   1.00 R-N2C-A  2 
870103 1430  29.00  38.00   5.00   2.50    .47    .24  .341E-02  -15.00   3.50 P1A      2 
870103 1430  34.00  45.00  13.00   5.10   1.22    .48  .290E-01  -15.00   3.50 P7A      1 
870103 1430  37.00  37.00  12.00   4.05   1.13    .38  .145E-01   -7.00   1.00 N2C      1 
870103 1430  37.00  34.00   9.00   3.80    .85    .36  .120E-01   -7.00   1.00 N1E      1 
870103 1430  41.00  27.00   6.70   3.10    .63    .29  .651E-02  -15.00   3.50 P7A-F    1 
870103 1430  45.00  27.00   4.10   2.35    .39    .22  .284E-02  -15.00   3.50 P1A      1 
870103 1430  44.00  42.00   6.00   3.20    .56    .30  .716E-02   -7.00   1.00 N2C      1 
870103 1430  52.00  43.00   5.50   2.95    .52    .28  .561E-02  -15.00   3.50 P7A-F    2 
870103 1430  65.00  26.00  43.50  12.15   4.10   1.14  .392E+00   -7.00   1.00 N2C-A    1 
870103 1430  58.00  35.00   5.00   2.55    .47    .24  .362E-02   -7.00   1.00 N2C      3 
870103 1430  62.00  36.00   3.50   1.50    .33    .14  .738E-03  -15.00   3.50 P1A      1 
870103 1430  63.00  44.00   2.10   1.40    .20    .13  .600E-03  -15.00   3.50 P1A      1 
870103 1430  68.00  45.00   4.00   1.60    .38    .15  .895E-03  -15.00   3.50 R-P1A    3 
870103 1430  71.00  41.00   1.90   1.40    .18    .13  .600E-03  -30.00  10.00 C1E      2 
870103 1430  74.00  46.00   4.90   2.50    .46    .24  .341E-02  -15.00   3.50 P1A-A    1 
870103 1430  92.00  36.00  30.10   9.58   2.83    .90  .192E+00  -15.00   3.50 P7A-A    1 
870103 1430  14.00  58.00  33.50   8.30   3.15    .78  .125E+00   -7.00   1.00 R-N2C-A  2 
870103 1430  21.00  50.00  29.50   7.00   2.78    .66  .750E-01   -7.00   1.00 N2C-A    2 
870103 1430  34.00  53.00  13.30   4.80   1.25    .45  .242E-01  -15.00   3.50 R-P7A-A  2 
870103 1430  41.00  57.00   3.40   2.40    .32    .23  .302E-02  -15.00   3.50 P1A      1 
870103 1430  43.00  52.00   4.20   2.10    .40    .20  .202E-02   -7.00   1.00 N1E      1 
870103 1430  66.00  50.00  11.00   4.30   1.04    .40  .174E-01  -15.00   3.50 P7A      1 
870103 1430  69.00  63.00   8.40   3.70    .79    .35  .111E-01  -15.00   3.50 P7A      2 
870103 1430  69.00  58.00   4.20   1.70    .40    .16  .107E-02   -7.00   1.00 N2C      2 
870103 1430  71.00  56.00   5.50   2.70    .52    .25  .430E-02   -7.00   1.00 R-N2C    1 
870103 1430  73.00  50.00   4.30   2.30    .40    .22  .266E-02  -15.00   3.50 P1A      1 
870103 1430  78.00  55.00  10.80   4.80   1.02    .45  .242E-01  -15.00   2.50 P1B-F    2 
870103 1430  86.00  58.00  40.50  10.50   3.81    .99  .253E+00  -15.00   3.50 P7A-A    1 
870103 1430  89.00  66.00   5.50   1.80    .52    .17  .127E-02   -7.00   1.00 R-N1E    2 
870103 1430  92.00  49.00   6.30   2.79    .59    .26  .475E-02  -15.00   3.50 P1A-A    1 
870103 1505  12.00   6.00  23.00   7.25   2.17    .68  .833E-01  -15.00   3.50 P7A      1 
870103 1505  41.00  22.00   9.90   4.30    .93    .40  .174E-01  -15.00   3.50 P7A      2 
870103 1505  66.00  10.00  10.00   5.00    .94    .47  .273E-01  -15.00   3.50 P7A      1 
870103 1505  83.00  13.00   5.90   3.25    .56    .31  .750E-02  -15.00   5.00 R3B-F    2 
870103 1505  24.00  42.00  81.70  15.52   7.69   1.46  .817E+00  -15.00   3.50 P7A-A    1 
870103 1505  53.00  31.00   5.80   3.40    .55    .32  .859E-02   -7.00   1.00 N1E      1 
870103 1505  60.00  25.00   9.20   3.15    .87    .30  .683E-02  -15.00   2.50 P1B-F    2 
870103 1505  78.00  34.00  30.00  10.20   2.82    .96  .232E+00  -15.00   3.50 P7A      1 
870103 1505  10.00  65.00  10.00   4.13    .94    .39  .154E-01  -15.00   3.50 P7A      3 
870103 1505  88.00  51.00   7.00   2.50    .66    .24  .341E-02  -15.00   3.50 P1A-A    3 
